,x,y,Team,Against,Scored,Match No,Season,Angle,Distance,Colour,ScoredBinary,Proba,Proba_exp
3780,100.22399999999999,19.372,arsenal,everton,Scored,151,16/17,0.190932534,102.07901140000001,b,1,0.069089681,0.067870849
518,99.77600000000001,20.04,cpalace,b-mouth,Missed,21,16/17,0.19821264100000002,101.7686188,r,0,0.06926932200000001,0.067870507
2342,104.256,13.026,man-utd,burnley,Missed,91,16/17,0.124298329,105.0665989,r,0,0.06717096,0.067859913
74,49.152,63.794,spurs,everton,Missed,2,16/17,0.9143163529999999,80.53318285,r,0,0.067803658,0.06782711400000001
7876,49.152,-63.794,man-city,everton,Missed,208,16/17,0.9143163529999999,80.53318285,r,0,0.067803658,0.06782711400000001
2768,102.016,16.7,swansea,man-utd,Missed,109,16/17,0.162260626,103.3738567,r,0,0.06823897400000001,0.06779238900000001
8173,57.663999999999994,59.786,watford,s-hampton,Missed,263,16/17,0.803463461,83.06324513,r,0,0.069580447,0.06762053700000001
9292,57.663999999999994,-59.786,chelsea,watford,Missed,365,16/17,0.803463461,83.06324513,r,0,0.069580447,0.06762053700000001
6804,69.312,52.438,arsenal,cpalace,Missed,312,16/17,0.647680005,86.91315889,r,0,0.071522404,0.06759504599999999
3262,68.86399999999999,-52.772,chelsea,man-city,Missed,131,16/17,0.65386563,86.75905993,r,0,0.071446966,0.067576606
9246,72.0,-50.434,arsenal,stoke,Scored,360,16/17,0.611042822,87.90670257,b,1,0.071798243,0.067572066
3833,79.168,-44.422,m-brough,liverpool,Missed,154,16/17,0.511333346,90.77932754,r,0,0.072191725,0.06753279400000001
4450,72.896,49.766000000000005,spurs,s-hampton,Scored,179,16/17,0.599019693,88.26370473,b,1,0.071822942,0.067514799
9678,99.77600000000001,-20.374000000000002,arsenal,sunderland,Missed,366,16/17,0.201428246,101.8349157,r,0,0.068930065,0.067499121
2741,102.464,16.366,s-hampton,hull-city,Missed,106,16/17,0.158386521,103.7627932,r,0,0.06769152,0.06740366099999999
7764,81.408,-42.418,s-hampton,wba,Missed,186,16/17,0.48034894100000003,91.79623733,r,0,0.07204822,0.067387161
613,109.632,-4.008,man-utd,hull-city,Missed,23,16/17,0.036542395,109.70523909999999,r,0,0.063369518,0.067381177
8432,63.04,56.78,hull-city,west-ham,Missed,285,16/17,0.733200587,84.84108674,r,0,0.070363498,0.067377009
9641,58.56,-59.452,chelsea,m-brough,Missed,353,16/17,0.792956573,83.44946917,r,0,0.069447777,0.06730089
261,97.088,-24.381999999999998,burnley,liverpool,Scored,11,16/17,0.246044725,100.1027555,b,1,0.069681896,0.067299014
9694,44.672,65.798,chelsea,sunderland,Scored,372,16/17,0.974354163,79.52964471,b,1,0.066130795,0.067286724
2205,105.6,11.356,swansea,watford,Missed,86,16/17,0.107126195,106.2088449,r,0,0.065947126,0.06727916099999999
1259,109.184,5.01,spurs,sunderland,Missed,48,16/17,0.04585368,109.2988836,r,0,0.06359946,0.067239835
719,75.584,-47.762,man-city,west-ham,Missed,28,16/17,0.563550181,89.41000895,r,0,0.071697363,0.067200987
5605,80.512,43.42,stoke,wba,Missed,237,16/17,0.494589971,91.47392275,r,0,0.071804229,0.067151288
96,59.903999999999996,-58.784,leicester,hull-city,Missed,3,16/17,0.775961938,83.92882623,r,0,0.06953390200000001,0.067121535
3149,102.016,-17.368,man-utd,west-ham,Missed,127,16/17,0.168630991,103.48387159999999,r,0,0.06762062,0.06708591900000001
4518,82.304,-41.75,chelsea,stoke,Missed,182,16/17,0.46944329700000004,92.28765311,r,0,0.07171298400000001,0.067082225
4706,56.32,-60.788000000000004,s-hampton,everton,Missed,190,16/17,0.823532484,82.86810812,r,0,0.068715462,0.067029222
8487,102.912,-16.032,liverpool,everton,Scored,287,16/17,0.154541407,104.15327540000001,b,1,0.067143263,0.06701492
6831,68.416,-53.44,leicester,cpalace,Scored,313,16/17,0.663112221,86.81349351,b,1,0.07073319,0.066942263
4280,84.096,-40.08,chelsea,b-mouth,Missed,172,16/17,0.444751495,93.15870124,r,0,0.07147042,0.066911568
5127,84.096,-40.08,man-city,spurs,Missed,213,16/17,0.444751495,93.15870124,r,0,0.07147042,0.066911568
7770,59.008,-59.452,s-hampton,wba,Missed,186,16/17,0.7891462459999999,83.76445767,r,0,0.069039212,0.066799635
376,74.688,48.763999999999996,spurs,cpalace,Missed,15,16/17,0.578413107,89.19767396,r,0,0.071181069,0.06676507599999999
4073,83.2,41.082,watford,sunderland,Missed,163,16/17,0.458654446,92.78992792,r,0,0.071348577,0.066759465
985,99.77600000000001,21.041999999999998,watford,west-ham,Scored,37,16/17,0.207846747,101.97066219999999,b,1,0.068250542,0.066757716
4438,101.568,-18.37,spurs,s-hampton,Missed,179,16/17,0.178929747,103.2158686,r,0,0.06752444099999999,0.066753767
5448,78.27199999999999,45.758,hull-city,man-utd,Missed,227,16/17,0.529020803,90.66587312,r,0,0.071278399,0.06668563400000001
3684,60.352,-58.784,liverpool,west-ham,Missed,147,16/17,0.7722374940000001,84.24916949,r,0,0.069108428,0.066610774
8351,76.032,-47.762,leicester,west-ham,Missed,279,16/17,0.5608848479999999,89.78905094,r,0,0.0710669,0.066575827
1021,84.992,-39.412,chelsea,swansea,Missed,38,16/17,0.434199974,93.68535536,r,0,0.071040298,0.066547041
7804,106.04799999999999,11.356,burnley,s-hampton,Missed,200,16/17,0.10667707300000001,106.6542875,r,0,0.065101624,0.066541853
8851,71.104,-51.77,b-mouth,m-brough,Missed,323,16/17,0.629329596,87.95403183,r,0,0.070512978,0.066426603
191,69.76,52.772,arsenal,liverpool,Scored,7,16/17,0.647635017,87.47194741,b,1,0.070347333,0.066410023
4909,69.76,52.772,chelsea,spurs,Missed,199,16/17,0.647635017,87.47194741,r,0,0.070347333,0.066410023
6476,69.76,-52.772,man-utd,everton,Missed,295,16/17,0.647635017,87.47194741,r,0,0.070347333,0.066410023
7420,93.056,30.394000000000002,s-hampton,man-utd,Missed,368,16/17,0.315696914,97.89389344,r,0,0.069834622,0.066395502
8794,72.896,-50.434,man-utd,chelsea,Missed,320,16/17,0.605243569,88.64206209,r,0,0.070618636,0.066362932
7421,85.44,39.078,s-hampton,man-utd,Missed,368,16/17,0.428968865,93.95256082,r,0,0.070815089,0.066358825
5786,68.416,-53.773999999999994,west-ham,wba,Missed,246,16/17,0.666137051,87.01949283,r,0,0.07010765099999999,0.066336817
9464,59.456,59.452,man-utd,b-mouth,Missed,8,16/17,0.785364524,84.08065318,r,0,0.068628612,0.066299676
6928,41.088,67.468,chelsea,s-hampton,Missed,329,16/17,1.023785577,78.99465025,r,0,0.06422015,0.06624866
7327,84.544,-40.08,cpalace,hull-city,Missed,362,16/17,0.442691448,93.56331726,r,0,0.070748937,0.06624340299999999
1462,67.072,54.776,cpalace,sunderland,Missed,56,16/17,0.6848260159999999,86.59713252,r,0,0.069794286,0.066205837
5233,67.072,-54.776,arsenal,burnley,Missed,217,16/17,0.6848260159999999,86.59713252,r,0,0.069794286,0.066205837
8471,67.072,-54.776,stoke,leicester,Missed,286,16/17,0.6848260159999999,86.59713252,r,0,0.069794286,0.066205837
8740,67.072,-54.776,spurs,b-mouth,Missed,318,16/17,0.6848260159999999,86.59713252,r,0,0.069794286,0.066205837
5808,104.256,14.696,chelsea,burnley,Missed,247,16/17,0.140038061,105.28668459999999,r,0,0.06577630000000001,0.066183785
8522,46.016000000000005,-65.798,watford,sunderland,Missed,290,16/17,0.960505015,80.29227273,r,0,0.065466068,0.06617337
1637,44.224,66.46600000000001,wba,sunderland,Missed,62,16/17,0.983696984,79.83414891,r,0,0.06497294299999999,0.06614432
6670,63.04,57.448,swansea,spurs,Missed,302,16/17,0.7390201829999999,85.28959083,r,0,0.069062968,0.066092715
6244,75.584,-48.43,cpalace,watford,Missed,274,16/17,0.5698408739999999,89.76862456,r,0,0.070532098,0.06609100400000001
7677,109.184,6.346,liverpool,watford,Missed,108,16/17,0.058056752999999996,109.3682658,r,0,0.062759808,0.066051498
789,76.48,47.762,b-mouth,wba,Missed,31,16/17,0.558241942,90.16872542,r,0,0.070438795,0.06595532700000001
5751,55.424,61.79,cpalace,stoke,Missed,244,16/17,0.839655776,83.00496296,r,0,0.067434683,0.06591353
4741,54.08,-62.458,m-brough,leicester,Missed,192,16/17,0.857165409,82.61748098,r,0,0.06713495900000001,0.065903018
1550,59.903999999999996,-59.452,burnley,watford,Missed,59,16/17,0.781611191,84.39804216,r,0,0.068216078,0.065801069
5241,72.896,50.768,arsenal,burnley,Missed,217,16/17,0.608335566,88.83252017,r,0,0.070022112,0.06579201
2349,104.704,-14.362,man-utd,burnley,Missed,91,16/17,0.13631695,105.6844107,r,0,0.065220925,0.06579186
3679,73.344,-50.434,liverpool,west-ham,Missed,147,16/17,0.602379924,89.01084592,r,0,0.070030972,0.065764449
134,97.088,25.718000000000004,sunderland,man-city,Missed,4,16/17,0.258946407,100.43652359999999,r,0,0.068184674,0.06573510099999999
6120,74.24,49.766000000000005,spurs,everton,Missed,266,16/17,0.590540984,89.37691176,r,0,0.070024459,0.065691913
4781,85.88799999999999,39.078,liverpool,sunderland,Missed,193,16/17,0.426994109,94.36015382,r,0,0.07008806299999999,0.06569109
4552,105.6,-13.026,west-ham,leicester,Missed,183,16/17,0.12273228900000001,106.40036029999999,r,0,0.064639268,0.065656769
956,75.13600000000001,-49.098,spurs,stoke,Missed,36,16/17,0.578800258,89.75540151,r,0,0.069985804,0.065596565
5425,61.248000000000005,-58.784,s-hampton,swansea,Missed,226,16/17,0.7648731870000001,84.89332223,r,0,0.068252375,0.065594
3311,96.19200000000001,-27.054000000000002,sunderland,leicester,Missed,133,16/17,0.274167451,99.92407007,r,0,0.06827788,0.065571657
1531,94.4,29.392,s-hampton,west-ham,Missed,58,16/17,0.301842247,98.86986226,r,0,0.068697865,0.065546519
9199,112.32,-1.002,burnley,b-mouth,Missed,357,16/17,0.008920704,112.3244693,r,0,0.060086437,0.06552137
5217,109.632,6.346,sunderland,wba,Missed,216,16/17,0.057820039000000004,109.81551409999999,r,0,0.061937,0.065325253
7398,65.28,56.446000000000005,man-city,wba,Missed,367,16/17,0.7129523440000001,86.29964841,r,0,0.06863045799999999,0.065320185
5818,102.912,-17.702,b-mouth,man-city,Missed,249,16/17,0.170344057,104.4233717,r,0,0.065647153,0.06528961900000001
1583,69.76,-53.44,cpalace,everton,Missed,60,16/17,0.653697405,87.87656798,r,0,0.06912204599999999,0.065228105
2308,69.76,53.44,liverpool,cpalace,Missed,90,16/17,0.653697405,87.87656798,r,0,0.06912204599999999,0.065228105
5376,56.768,61.456,wba,m-brough,Missed,224,16/17,0.8250309379999999,83.66269037,r,0,0.067014694,0.065200498
8317,56.768,-61.456,burnley,sunderland,Missed,277,16/17,0.8250309379999999,83.66269037,r,0,0.067014694,0.065200498
2807,39.296,68.47,liverpool,s-hampton,Missed,113,16/17,1.049777397,78.94502211,r,0,0.062798647,0.065195819
2106,77.824,-47.093999999999994,everton,burnley,Missed,82,16/17,0.544186437,90.96383794,r,0,0.069679737,0.065178822
3204,68.86399999999999,54.108000000000004,stoke,watford,Missed,129,16/17,0.665974368,87.57811462,r,0,0.068961849,0.06517416599999999
2129,52.736000000000004,-63.46,stoke,hull-city,Missed,83,16/17,0.877429783,82.51216453,r,0,0.066108742,0.06514479299999999
7470,90.816,34.068000000000005,spurs,leicester,Scored,369,16/17,0.35888651,96.99574465,b,1,0.06895483599999999,0.065126169
2048,74.688,-49.766000000000005,liverpool,man-utd,Missed,79,16/17,0.5877615620000001,89.74938496,r,0,0.069428408,0.06509271900000001
5438,82.304,43.086000000000006,man-utd,hull-city,Missed,227,16/17,0.48226900799999994,92.89968682,r,0,0.069601639,0.06507025400000001
6566,38.4,-68.804,man-city,chelsea,Missed,298,16/17,1.06175018,78.79435523,r,0,0.062392511,0.065013585
2414,100.22399999999999,-22.044,arsenal,sunderland,Missed,93,16/17,0.216500055,102.61962829999999,r,0,0.066414081,0.064941048
7859,85.44,-40.08,arsenal,swansea,Missed,204,16/17,0.43862439200000003,94.37372516,r,0,0.06932033900000001,0.06492502900000001
5362,107.84,-10.02,leicester,burnley,Missed,222,16/17,0.09264941900000001,108.30450590000001,r,0,0.06276596599999999,0.064899049
8765,66.176,56.111999999999995,watford,swansea,Missed,319,16/17,0.7032856820000001,86.76300779,r,0,0.068289749,0.064860845
6315,63.04,58.11600000000001,liverpool,man-city,Missed,280,16/17,0.744778701,85.7409532,r,0,0.06778273,0.064827362
4269,104.704,-15.364,m-brough,burnley,Missed,171,16/17,0.145697692,105.82523379999999,r,0,0.064390395,0.064799889
7569,79.616,45.758,liverpool,m-brough,Missed,375,16/17,0.521634142,91.82865577,r,0,0.069320932,0.064796091
2518,84.544,-41.082,everton,west-ham,Missed,97,16/17,0.452323927,93.99690772,r,0,0.069231319,0.064791095
448,54.528,62.792,sunderland,m-brough,Missed,18,16/17,0.85572183,83.16332153,r,0,0.066137051,0.064773159
3225,109.632,-7.013999999999999,cpalace,s-hampton,Missed,130,16/17,0.063890595,109.85614059999999,r,0,0.06151695,0.06473786
2561,88.12799999999999,-37.408,chelsea,s-hampton,Missed,98,16/17,0.40142460700000004,95.73872178,r,0,0.068858288,0.064696267
9403,71.55199999999999,52.438,swansea,wba,Missed,378,16/17,0.632444611,88.70982216,r,0,0.068748953,0.064688573
9354,44.224,67.134,everton,arsenal,Missed,370,16/17,0.9882999640000001,80.39114461,r,0,0.06362938900000001,0.064664284
8457,70.208,-53.44,leicester,stoke,Missed,286,16/17,0.65060965,88.23262925,r,0,0.068585945,0.064663347
2851,60.352,59.786,hull-city,sunderland,Missed,115,16/17,0.78068695,84.95133725,r,0,0.06715639799999999,0.064658093
5062,60.352,-59.786,liverpool,man-utd,Missed,209,16/17,0.78068695,84.95133725,r,0,0.06715639799999999,0.064658093
9007,30.336,-70.808,everton,chelsea,Missed,339,16/17,1.166027268,77.03275771,r,0,0.05976021,0.06463999599999999
2562,73.792,50.768,chelsea,s-hampton,Missed,98,16/17,0.6026185479999999,89.56924186,r,0,0.06886155599999999,0.064612239
2471,68.86399999999999,54.442,watford,hull-city,Missed,95,16/17,0.66896611,87.78486122,r,0,0.068351367,0.06458331
8165,74.24,50.434,watford,s-hampton,Scored,263,16/17,0.596723349,89.75057635,b,1,0.068860307,0.064579685
5237,95.296,-29.058000000000003,arsenal,burnley,Missed,217,16/17,0.295967721,99.62778217,r,0,0.067524684,0.064569072
1669,103.80799999999999,17.034000000000002,watford,b-mouth,Missed,64,16/17,0.16264197,105.19628329999999,r,0,0.06460173599999999,0.064549973
826,106.944,12.024000000000001,hull-city,burnley,Missed,32,16/17,0.111962478,107.6178225,r,0,0.062944243,0.06446424099999999
4251,106.944,12.024000000000001,arsenal,wba,Missed,170,16/17,0.111962478,107.6178225,r,0,0.062944243,0.06446424099999999
5121,85.44,40.414,man-city,spurs,Missed,213,16/17,0.44182366799999995,94.51605682,r,0,0.068825837,0.064450754
1885,75.584,49.431999999999995,cpalace,west-ham,Missed,73,16/17,0.579182627,90.31314234,r,0,0.06880939700000001,0.064448481
3574,75.584,49.431999999999995,cpalace,hull-city,Missed,142,16/17,0.579182627,90.31314234,r,0,0.06880939700000001,0.064448481
4756,75.584,49.431999999999995,sunderland,liverpool,Missed,193,16/17,0.579182627,90.31314234,r,0,0.06880939700000001,0.064448481
8229,87.68,38.076,everton,wba,Missed,270,16/17,0.40968853200000005,95.59060715,r,0,0.068642779,0.064444456
5999,56.32,-62.123999999999995,man-utd,b-mouth,Missed,260,16/17,0.834361059,83.8530487,r,0,0.066068167,0.06432614
1740,84.544,-41.416000000000004,s-hampton,leicester,Missed,67,16/17,0.45551492600000004,94.14336404,r,0,0.068729478,0.064310854
6511,84.544,41.416000000000004,wba,watford,Missed,296,16/17,0.45551492600000004,94.14336404,r,0,0.068729478,0.064310854
7632,48.256,65.798,spurs,b-mouth,Missed,81,16/17,0.9380066429999999,81.59668094,r,0,0.064273314,0.064289212
3547,38.4,69.138,b-mouth,burnley,Missed,141,16/17,1.063808355,79.08617480000001,r,0,0.061731642,0.064253845
4535,63.04,-58.45,leicester,west-ham,Missed,183,16/17,0.747635237,85.96769219,r,0,0.067150171,0.064201766
2505,65.72800000000001,-56.78,man-city,wba,Missed,96,16/17,0.7124875079999999,86.85699963,r,0,0.06752826099999999,0.064177745
9504,95.296,-29.392,hull-city,burnley,Missed,253,16/17,0.299171292,99.72571023,r,0,0.067130702,0.064168691
1486,71.55199999999999,-52.772,swansea,man-city,Missed,57,16/17,0.635474718,88.90766383,r,0,0.068155918,0.064118581
5654,71.55199999999999,52.772,arsenal,hull-city,Missed,240,16/17,0.635474718,88.90766383,r,0,0.068155918,0.064118581
606,72.896,51.77,man-utd,hull-city,Missed,23,16/17,0.617532108,89.40894651,r,0,0.068255073,0.06409937
6461,72.896,-51.77,man-utd,everton,Missed,295,16/17,0.617532108,89.40894651,r,0,0.068255073,0.06409937
8192,108.736,9.352,s-hampton,watford,Missed,263,16/17,0.08579534400000001,109.1374253,r,0,0.061604164,0.064082675
8948,62.592,-58.784,hull-city,s-hampton,Missed,335,16/17,0.754034868,85.86802152,r,0,0.066957025,0.064081482
1760,69.76,-54.108000000000004,man-utd,stoke,Scored,68,16/17,0.659704003,88.28438856,b,1,0.067913525,0.064061304
6559,78.27199999999999,47.428000000000004,man-city,chelsea,Missed,298,16/17,0.544774436,91.52005883,r,0,0.06849833,0.064040746
7612,106.04799999999999,14.027999999999999,arsenal,burnley,Missed,66,16/17,0.131516183,106.9717864,r,0,0.063032203,0.063978258
1186,48.70399999999999,65.798,cpalace,stoke,Missed,46,16/17,0.933593632,81.86242374,r,0,0.064022791,0.06390887099999999
8220,54.08,-63.46,chelsea,west-ham,Missed,267,16/17,0.8650320220000001,83.37756293,r,0,0.065156693,0.06385708400000001
164,109.632,-8.016,s-hampton,watford,Missed,6,16/17,0.07298745599999999,109.92466370000001,r,0,0.060878496,0.06385703200000001
454,113.21600000000001,-1.3359999999999999,sunderland,m-brough,Missed,18,16/17,0.011799905,113.22388240000001,r,0,0.058326718,0.063818608
7861,77.376,48.43,everton,man-city,Scored,208,16/17,0.5592496020000001,91.28258474,b,1,0.06807849,0.06366967700000001
4680,98.432,25.718000000000004,everton,s-hampton,Missed,190,16/17,0.255563659,101.73629709999999,r,0,0.06579357200000001,0.06364922
3676,94.848,-30.394000000000002,liverpool,west-ham,Missed,147,16/17,0.31011069399999996,99.59888724,r,0,0.066714148,0.063643776
6343,32.576,70.808,chelsea,cpalace,Missed,284,16/17,1.1396072320000001,77.94208517,r,0,0.059581827999999996,0.06363115700000001
1303,57.663999999999994,61.79,arsenal,chelsea,Missed,50,16/17,0.81992493,84.51710475,r,0,0.065632322,0.063617826
6542,103.80799999999999,-18.035999999999998,west-ham,arsenal,Missed,297,16/17,0.172026569,105.36317269999999,r,0,0.063728558,0.063540999
430,49.152,-65.798,everton,wba,Missed,17,16/17,0.929209264,82.12975044,r,0,0.063768477,0.063527554
3601,73.344,-51.77,man-city,leicester,Missed,143,16/17,0.61464261,89.77458012,r,0,0.067693605,0.06352697
3024,106.944,-13.026,wba,hull-city,Missed,122,16/17,0.121205029,107.73437620000001,r,0,0.062193940999999996,0.063524813
2817,104.256,17.368,stoke,b-mouth,Missed,114,16/17,0.165074016,105.6927668,r,0,0.063506648,0.06351442
1981,65.28,57.448,spurs,wba,Missed,76,16/17,0.7216686640000001,86.95832970000001,r,0,0.066761292,0.063488057
6690,74.688,50.768,m-brough,burnley,Missed,305,16/17,0.59699499,90.30884324,r,0,0.06770723299999999,0.063448463
2886,99.77600000000001,-24.048000000000002,west-ham,spurs,Missed,116,16/17,0.236509096,102.6331159,r,0,0.065181467,0.063446767
2634,75.13600000000001,50.434,chelsea,everton,Scored,102,16/17,0.59115943,90.49313152,b,1,0.067696349,0.06341122
2237,109.184,-9.352,west-ham,sunderland,Scored,87,16/17,0.085445026,109.5837842,b,1,0.06080351,0.063379206
4520,68.416,55.443999999999996,chelsea,stoke,Missed,182,16/17,0.6810474329999999,88.06126386,r,0,0.067045593,0.063369042
8808,68.416,55.443999999999996,liverpool,wba,Missed,321,16/17,0.6810474329999999,88.06126386,r,0,0.067045593,0.063369042
3822,58.56,-61.456,man-city,watford,Missed,153,16/17,0.809523598,84.88883045,r,0,0.065528708,0.063345259
7334,67.968,-55.778,hull-city,cpalace,Missed,362,16/17,0.687206723,87.92516311,r,0,0.066940181,0.063318652
5450,64.384,58.11600000000001,stoke,everton,Missed,228,16/17,0.7342754,86.73389713,r,0,0.066439058,0.063297849
8233,106.49600000000001,14.027999999999999,everton,wba,Missed,270,16/17,0.13096924699999998,107.41593359999999,r,0,0.062229599000000003,0.06327884
4357,98.432,26.052,swansea,west-ham,Missed,176,16/17,0.258737383,101.821242,r,0,0.065436164,0.063273966
3331,76.48,-49.431999999999995,spurs,swansea,Missed,134,16/17,0.5737972139999999,91.06433453,r,0,0.06761777599999999,0.063267078
8076,59.903999999999996,-60.788000000000004,swansea,leicester,Scored,248,16/17,0.7927224620000001,85.34442079,b,1,0.065645299,0.06322227799999999
5414,99.77600000000001,-24.381999999999998,swansea,s-hampton,Missed,226,16/17,0.239670391,102.7118888,r,0,0.064839863,0.063081727
568,77.824,-48.43,everton,stoke,Missed,22,16/17,0.556656542,91.66264166,r,0,0.067471034,0.063075595
5071,77.824,48.43,liverpool,man-utd,Missed,209,16/17,0.556656542,91.66264166,r,0,0.067471034,0.063075595
2386,61.248000000000005,60.12,b-mouth,m-brough,Missed,92,16/17,0.776104383,85.82384228,r,0,0.065704242,0.063053669
9132,61.248000000000005,60.12,arsenal,s-hampton,Missed,354,16/17,0.776104383,85.82384228,r,0,0.065704242,0.063053669
8422,56.32,-62.792,spurs,burnley,Missed,283,16/17,0.839680201,84.34914145,r,0,0.06477897,0.063008689
1148,71.55199999999999,53.44,wba,west-ham,Scored,45,16/17,0.641494518,89.30577979,b,1,0.066981663,0.062989228
9006,57.663999999999994,-62.123999999999995,leicester,wba,Missed,338,16/17,0.822613417,84.76159668,r,0,0.06499393099999999,0.06296990400000001
3814,98.88,25.718000000000004,man-city,watford,Missed,153,16/17,0.254455207,102.1698093,r,0,0.065012374,0.062968366
9563,85.88799999999999,41.082,man-city,s-hampton,Missed,315,16/17,0.446154162,95.20755888,r,0,0.06715511,0.06287470099999999
6387,75.13600000000001,-50.768,arsenal,man-city,Missed,291,16/17,0.594217655,90.67970181,r,0,0.067132589,0.062872585
5622,81.408,45.424,leicester,man-utd,Missed,238,16/17,0.508948903,93.22339964,r,0,0.067273633,0.062840514
2429,81.85600000000001,-45.09,spurs,leicester,Missed,94,16/17,0.503492029,93.45326552,r,0,0.067148136,0.062724771
2295,83.648,-43.42,s-hampton,man-city,Missed,89,16/17,0.478794802,94.24587155,r,0,0.067077083,0.062695638
7406,53.184,-64.462,s-hampton,man-utd,Missed,368,16/17,0.8809699759999999,83.56965538,r,0,0.063842882,0.062686132
1155,114.11200000000001,-1.002,west-ham,wba,Missed,45,16/17,0.008780621,114.1163991,r,0,0.056937010999999996,0.062683319
4961,41.983999999999995,68.804,sunderland,stoke,Missed,203,16/17,1.022912691,80.60177834,r,0,0.061248193,0.062647855
6925,85.44,-41.75,chelsea,s-hampton,Missed,329,16/17,0.454524032,95.09498462,r,0,0.066867087,0.06257233799999999
4477,102.016,-21.71,everton,hull-city,Missed,180,16/17,0.209681747,104.3004715,r,0,0.06355381,0.062529974
915,107.39200000000001,13.36,cpalace,m-brough,Missed,35,16/17,0.123768172,108.2198284,r,0,0.061149877000000005,0.062520436
9196,109.184,10.354000000000001,burnley,b-mouth,Missed,357,16/17,0.09454800199999999,109.67383999999998,r,0,0.060132707,0.06248973099999999
781,82.75200000000001,-44.422,s-hampton,arsenal,Missed,30,16/17,0.49265921700000004,93.921284,r,0,0.066876294,0.062479981
4281,66.176,57.448,chelsea,b-mouth,Missed,172,16/17,0.7149139409999999,87.63296001,r,0,0.06583546400000001,0.062461915
8059,66.176,57.448,man-city,swansea,Missed,239,16/17,0.7149139409999999,87.63296001,r,0,0.06583546400000001,0.062461915
3766,110.52799999999999,-8.016,everton,arsenal,Missed,151,16/17,0.072397853,110.81829740000002,r,0,0.059296784000000005,0.06246159
6805,59.456,61.456,arsenal,cpalace,Missed,312,16/17,0.80193761,85.50939055,r,0,0.06477277599999999,0.062423159000000006
9549,114.11200000000001,-1.3359999999999999,man-utd,sunderland,Missed,311,16/17,0.011707261000000002,114.1198205,r,0,0.05677724,0.062421190999999994
543,74.24,-51.77,b-mouth,cpalace,Missed,21,16/17,0.608933771,90.50806870000001,r,0,0.066574808,0.062393526
2259,65.72800000000001,-57.782,chelsea,man-utd,Missed,88,16/17,0.721151832,87.51531013,r,0,0.065690853,0.062378347
2177,70.208,-54.776,liverpool,wba,Missed,85,16/17,0.6625481360000001,89.04815237,r,0,0.066210552,0.06237085
815,54.976000000000006,-63.794,burnley,hull-city,Missed,32,16/17,0.8595065340000001,84.21422096,r,0,0.063868557,0.062341409
6112,106.49600000000001,-15.03,man-city,sunderland,Missed,265,16/17,0.14020606800000002,107.551378,r,0,0.061452719,0.062331892
4461,53.632,-64.462,hull-city,everton,Missed,180,16/17,0.876848972,83.85547608,r,0,0.063538647,0.06227552099999999
8526,53.632,-64.462,watford,sunderland,Missed,290,16/17,0.876848972,83.85547608,r,0,0.063538647,0.06227552099999999
3236,59.008,-61.79,s-hampton,cpalace,Missed,130,16/17,0.8084242759999999,85.43973411,r,0,0.064522863,0.062249488
9689,41.536,69.138,sunderland,arsenal,Missed,366,16/17,1.029811228,80.6554545,r,0,0.060762311,0.062228525
5030,62.592,-59.786,west-ham,cpalace,Missed,207,16/17,0.762473223,86.55705783,r,0,0.065087735,0.062227637999999995
1023,64.832,58.45,chelsea,swansea,Missed,38,16/17,0.73367684,87.29026706,r,0,0.065379514,0.062192594000000004
3490,52.288000000000004,65.13,arsenal,stoke,Missed,140,16/17,0.894335123,83.52216379,r,0,0.06315383,0.062159961
8369,80.512,46.76,man-utd,m-brough,Missed,281,16/17,0.5261694889999999,93.10574496,r,0,0.066454804,0.06205929599999999
9114,50.943999999999996,65.798,s-hampton,liverpool,Missed,352,16/17,0.91195596,83.21458971,r,0,0.062715004,0.061994107
73,99.77600000000001,25.384,spurs,everton,Missed,2,16/17,0.249124811,102.9543473,r,0,0.063815015,0.061990378
8120,78.27199999999999,48.763999999999996,everton,sunderland,Missed,252,16/17,0.557164827,92.21948644,r,0,0.06632801099999999,0.061973177000000004
7748,111.42399999999999,7.013999999999999,leicester,everton,Missed,174,16/17,0.06286578799999999,111.644543,r,0,0.058351043,0.061937992000000004
2284,58.111999999999995,-62.458,man-city,s-hampton,Missed,89,16/17,0.821428015,85.31123202,r,0,0.06400322,0.061883042
3259,115.008,0.33399999999999996,chelsea,man-city,Missed,131,16/17,0.0029041379999999997,115.00848500000001,r,0,0.055726442,0.061823314000000004
728,49.6,-66.46600000000001,man-city,west-ham,Missed,28,16/17,0.9297019809999999,82.9330402,r,0,0.06222326,0.061777495999999994
3671,63.04,-59.786,wba,chelsea,Missed,146,16/17,0.758911597,86.88157109999999,r,0,0.064669846,0.06174633400000001
3622,56.32,63.46,sunderland,swansea,Missed,144,16/17,0.844936995,84.84759278,r,0,0.063512368,0.061713700999999996
2261,76.48,50.434,chelsea,man-utd,Missed,88,16/17,0.582983088,91.61211031,r,0,0.0659642,0.061689127999999996
5374,100.22399999999999,-25.05,wba,m-brough,Scored,224,16/17,0.244922318,103.3070795,b,1,0.063388462,0.061685007
4702,106.944,15.03,s-hampton,everton,Missed,190,16/17,0.139626349,107.9950001,r,0,0.060671714,0.061651159000000004
6411,85.44,-42.418,burnley,stoke,Missed,293,16/17,0.46081589799999995,95.39014794,r,0,0.065899528,0.061644537
